Generated Description,Reviewed Description,Code,Type,Split
,"Display a number line with a downward-pointing arrow (vector) and a label ""x"" above it. The arrow dynamically follows a value tracked by a `ValueTracker`. Initially, the tracker is set to 0, then:

1. Instantly increases to 1.5,
2. Instantly decreases by 4 (to -2.5),
3. Animates smoothly to 5,
4. Animates to 3,
5. Animates to 1 by decrementing 2.

Throughout, the arrow and label move along the number line to reflect the current tracked value.","from manim import *

class ValueTrackerExample(Scene):
    def construct(self):
        number_line = NumberLine()
        pointer = Vector(DOWN)
        label = MathTex(""x"").add_updater(lambda m: m.next_to(pointer, UP))

        tracker = ValueTracker(0)
        pointer.add_updater(
            lambda m: m.next_to(
                        number_line.n2p(tracker.get_value()),
                        UP
                    )
        )
        self.add(number_line, pointer,label)
        tracker += 1.5
        self.wait(1)
        tracker -= 4
        self.wait(0.5)
        self.play(tracker.animate.set_value(5))
        self.wait(0.5)
        self.play(tracker.animate.set_value(3))
        self.play(tracker.animate.increment_value(-2))
        self.wait(0.5)",Basic,train
,"Display a 2x2 grid of four scenes, each containing a circle on the left and a label reading ""This is Scene 0"" through ""This is Scene 3"" on the right. The camera starts focused on the first scene, then smoothly slides to center on each of the remaining scenes one by one. After visiting all scenes, the camera zooms out to show the entire grid with extra margin around it.","from manim import *

class SlidingMultipleScenes(MovingCameraScene):
    def construct(self):
        def create_scene(number):
            frame = Rectangle(width=16,height=9)
            circ = Circle().shift(LEFT)
            text = Tex(f""This is Scene {str(number)}"").next_to(circ, RIGHT)
            frame.add(circ,text)
            return frame

        group = VGroup(*(create_scene(i) for i in range(4))).arrange_in_grid(buff=4)
        self.add(group)
        self.camera.auto_zoom(group[0], animate=False)
        for scene in group:
            self.play(self.camera.auto_zoom(scene))
            self.wait()

        self.play(self.camera.auto_zoom(group, margin=2))",Intermediate,train
,"Display three shape pairs arranged horizontally:  
- On the left, a triangle is tightly surrounded by a circle.  
- In the center, a line is loosely enclosed by a larger circle with extra spacing.  
- On the right, a square is enclosed by a smaller circle due to a reduced buffer, making the circle fit snugly inside the square.","from manim import *

class CircleSurround(Scene):
    def construct(self):
        triangle1 = Triangle()
        circle1 = Circle().surround(triangle1)
        group1 = Group(triangle1,circle1) # treat the two mobjects as one

        line2 = Line()
        circle2 = Circle().surround(line2, buffer_factor=2.0)
        group2 = Group(line2,circle2)

        # buffer_factor < 1, so the circle is smaller than the square
        square3 = Square()
        circle3 = Circle().surround(square3, buffer_factor=0.5)
        group3 = Group(square3, circle3)

        group = Group(group1, group2, group3).arrange(buff=1)
        self.add(group)",Intermediate,train
,"Display three shapes with distinct styles and positions: a circle with a thick green outline on the left, a fully yellow-filled square above the center, and a pink-filled triangle with 50% transparency on the right. Show all three shapes on screen and pause for one second.","from manim import *

class MobjectStyling(Scene):
    def construct(self):
        circle = Circle().shift(LEFT)
        square = Square().shift(UP)
        triangle = Triangle().shift(RIGHT)

        circle.set_stroke(color=GREEN, width=20)
        square.set_fill(YELLOW, opacity=1.0)
        triangle.set_fill(PINK, opacity=0.5)

        self.add(circle, square, triangle)
        self.wait(1)",Basic,train
,"Display four different matrix styles arranged in a grid:

- The first is a symbolic matrix with elements like \( \pi \), 0, -1, and 1, enclosed in square brackets.
- The second is an integer matrix with decimal and whole numbers, enclosed in parentheses.
- The third is a decimal matrix with values rounded to two decimal places, enclosed in curly braces.
- The fourth is a matrix of graphical objects including a circle, square, large \( \pi \), and a star, enclosed in angle brackets.

All matrices appear on screen simultaneously without animation.","from manim import *

class MatrixExamples(Scene):
    def construct(self):
        m0 = Matrix([[""\\pi"", 0], [-1, 1]])
        m1 = IntegerMatrix([[1.5, 0.], [12, -1.3]],
            left_bracket=""("",
            right_bracket="")"")
        m2 = DecimalMatrix(
            [[3.456, 2.122], [33.2244, 12.33]],
            element_to_mobject_config={""num_decimal_places"": 2},
            left_bracket=r""\{"",
            right_bracket=r""\}"")
        m3 = MobjectMatrix(
            [[Circle().scale(0.3), Square().scale(0.3)],
            [MathTex(""\\pi"").scale(2), Star().scale(0.3)]],
            left_bracket=""\\langle"",
            right_bracket=""\\rangle"")
        g = Group(m0, m1, m2, m3).arrange_in_grid(buff=2)
        self.add(g)",Intermediate,train
,"Display four lines of styled text arranged vertically:

1. The first line reads ""all in sans except this"" where the entire line uses a sans-serif font except for ""except this"", which is in a serif font.
2. The second line shows ""mixing fonts is ugly"" with ""mixing"" in a serif font, ""fonts"" in a sans-serif font, and ""is ugly"" in a monospaced font.
3. The third line displays ""special char > or >"" demonstrating that both the literal "">"" and the HTML entity `&gt;` render as the same character.
4. The fourth line shows ""special char < and &"" using the HTML entities `&lt;` and `&amp;` to render ""<"" and ""&"" respectively.

All lines are centered and stacked vertically on the screen.","from manim import *

class FontExample(Scene):
    def construct(self):
        text1 = MarkupText(
            'all in sans <span font_family=""serif"">except this</span>', font=""sans""
        )
        text2 = MarkupText(
            '<span font_family=""serif"">mixing</span> <span font_family=""sans"">fonts</span> <span font_family=""monospace"">is ugly</span>'
        )
        text3 = MarkupText(""special char > or &gt;"")
        text4 = MarkupText(""special char &lt; and &amp;"")
        group = VGroup(text1, text2, text3, text4).arrange(DOWN)
        self.add(group)",Intermediate,train
,"Display seven lines of styled text arranged vertically:

1. The first line reads ""all in red except this"" where the entire text is red except for ""except this"", which is yellow.
2. The second line says ""nice gradient"" with a smooth color transition from blue to green across the text.
3. The third line reads ""nice intermediate gradient"" where ""intermediate"" has a red-to-yellow gradient, while the rest of the text has a blue-to-green gradient.
4. The fourth line says ""fl ligature causing trouble here"" with ""causing trouble"" in a red-to-yellow gradient, highlighting potential rendering issues with the ""fl"" ligature.
5. The fifth line repeats the previous text but offsets the gradient to avoid the ligature issue, making ""causing trouble"" appear correctly styled.
6. The sixth line says ""fl ligature floating inside"" with ""floating"" in a red-to-yellow gradient and offset to prevent rendering issues.
7. The seventh line is similar to the sixth but uses a two-dimensional offset for the gradient on ""floating"", further refining the visual effect.

All lines are centered and stacked vertically on the screen.","from manim import *

class ColorExample(Scene):
    def construct(self):
        text1 = MarkupText(
            f'all in red <span fgcolor=""{YELLOW}"">except this</span>', color=RED
        )
        text2 = MarkupText(""nice gradient"", gradient=(BLUE, GREEN))
        text3 = MarkupText(
            'nice <gradient from=""RED"" to=""YELLOW"">intermediate</gradient> gradient',
            gradient=(BLUE, GREEN),
        )
        text4 = MarkupText(
            'fl ligature <gradient from=""RED"" to=""YELLOW"">causing trouble</gradient> here'
        )
        text5 = MarkupText(
            'fl ligature <gradient from=""RED"" to=""YELLOW"" offset=""1"">defeated</gradient> with offset'
        )
        text6 = MarkupText(
            'fl ligature <gradient from=""RED"" to=""YELLOW"" offset=""1"">floating</gradient> inside'
        )
        text7 = MarkupText(
            'fl ligature <gradient from=""RED"" to=""YELLOW"" offset=""1,1"">floating</gradient> inside'
        )
        group = VGroup(text1, text2, text3, text4, text5, text6, text7).arrange(DOWN)
        self.add(group)",Intermediate,train
,"Display the text ""Hello World!"" and a coordinate grid (number plane) centered on the screen. Both are then transformed using a matrix that shears the objects to the right and compresses them vertically, visually demonstrating the effect of a linear transformation.","from manim import *

class ApplyMatrixExample(Scene):
    def construct(self):
        matrix = [[1, 1], [0, 2/3]]
        self.play(ApplyMatrix(matrix, Text(""Hello World!"")), ApplyMatrix(matrix, NumberPlane()))",Basic,train
,"Display the text ""So shiny!"" at the center of the screen with a glowing animated boundary effect that cycles through red, green, and blue colors at a rate of 3 cycles per second. The animation runs for 2 seconds.","from manim import *

class AnimatedBoundaryExample(Scene):
    def construct(self):
        text = Text(""So shiny!"")
        boundary = AnimatedBoundary(text, colors=[RED, GREEN, BLUE],
                                    cycle_rate=3)
        self.add(text, boundary)
        self.wait(2)",Basic,train
,"Display a large circle with two tangent lines:

1. A blue tangent line touching the circle on the right side.
2. A green tangent line touching the circle at an upper-left point.

Both lines extend outward from their points of contact, illustrating tangents at different positions on the circle.","from manim import *

class VectorExample(Scene):
    def construct(self):
        plane = NumberPlane()
        vector_1 = Vector([1,2])
        vector_2 = Vector([-5,-2])
        self.add(plane, vector_1, vector_2)",Basic,train
,"Display ten dots scattered across the screen, each representing a point in 2D space. A blue convex polygon (convex hull) is drawn around the outermost points, enclosing all the dots and illustrating the smallest convex shape that contains them.","from manim import *

class ConvexHullExample(Scene):
    def construct(self):
        points = [
            [-2.35, -2.25, 0],
            [1.65, -2.25, 0],
            [2.65, -0.25, 0],
            [1.65, 1.75, 0],
            [-0.35, 2.75, 0],
            [-2.35, 0.75, 0],
            [-0.35, -1.25, 0],
            [0.65, -0.25, 0],
            [-1.35, 0.25, 0],
            [0.15, 0.75, 0]
        ]
        hull = ConvexHull(*points, color=BLUE)
        dots = VGroup(*[Dot(point) for point in points])
        self.add(hull)
        self.add(dots)",Intermediate,train
,"Display a long diagonal line stretching from the bottom left to the top right of the screen, labeled “0.5” near the end of the line (at 80% of its length), with the label shown in a small font.","from manim import *

class LabeledLineExample(Scene):
    def construct(self):
        line = LabeledLine(
            label          = '0.5',
            label_position = 0.8,
            label_config = {
                ""font_size"" : 20
            },
            start=LEFT+DOWN,
            end=RIGHT+UP)

        line.set_length(line.get_length() * 2)
        self.add(line)",Basic,train
